track_id,physical_site_id,physical_location_group_id,sha256_sort_key,group_role,count_rule,location_evidence
mmsp-published-series-exploratory-v1,18,18,2a160ec9de801b9576c58f0c549f2d0ca2f445e777c4eea7db52efa51fbfe589,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,56,56,2bc0c97e0c72a7c27de0f589efe9413552c6fb968cd01fdc88cae92c3ff923a6,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,37,37,2c10f33e8d93e5c0d4ca446b3e70ec15fa2fba0a92bff2314d72578ca5beb4e3,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,59,59,2cb71a1ea5b210afb8fcefc346a5e7997a2373fd0a05cb6460ba36f42dc6babb,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,20,20,2eefd415abbb77874fecf393d9bf3a015ad60e67ea93f1f6975f94b55cca4550,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,11,11,2fe2c311ea50bf29f2620021e807cc0ac2e6c18a01aa1de95ffed36dfa052f8d,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,35,35,30582ae1fc569b08d5533e0b3db4ad357069c93966f0f5a992bc4c14c5e61dc6,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,38,38,31fae81bd1b4debd13b662d14edb96d39594a5bd613cfbecc7dd107887a65769,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,79,79,32e17de79ef306fce025047b4cdc9ec591b443bb5efedf1b9783159d2f7c74a7,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,74,74,3d7309b5c3e20cdd39b2e06e371ae1909b9ed758ddd2314229c8b10eaab3c41e,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,27,27,40073e3cb2ce1cb9bf43f4c3e0c96e2cb818361d3fb6b562686391a90228e84c,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,2,2,40524b5ec323ffa9089336e7c76a3939d903ed5f7e830a4559b1d9ae6f9397e9,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,28,28,4517467d56675a18e28142466eec0d4ef9e6bb7ed588f3ac716adf5228899dba,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,70,70,470870dfcd5f00a540c6bde2dfd1a5f30ddd34073bcf5cdded32734facdb4c24,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,14,14,49c240b59e9734a2b4ebb66c594fed5cbc30e3ab631bfcb8ad3b94876efe1338,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,23,23,49f3ac2ad0963fcf61e860ecf70bfb55dcaceb379d82606288f2ab1d677d32cf,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,7,7,4c4530f314e6fe76f16244ce9a09861fca38238c1ad5667b0a0d21ea29bb2bca,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,25,25,4c5c45209cb2385a5ce8e65e2022f2936cc5b4229b9dd5cd11a1e670f5a0737d,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,24,24,4d076b8845dd4b7be7977f1f3d832649538c5fa3d2974b6a6cb2ff74a7c2d214,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,3,3,4e72b2c4f155452bd3604148dfa8a1326fdb61ea3b80420668853507aa0fb90c,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,16,16,53059dfc1c045121e7f1dfff0fd2ae929ace130f6ed0ab49089b5c5aa803d930,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,73,73,544e5a2b95f25c458e7ff7bd0edb1c09a5bf2a8b393b2592eb26a7f71d3a98b3,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,60,60,56e8a18c463c5709e6b561860015928c142846940db95ffce03ead64c9db6d01,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,53,53,5858a638945e5b36dd0b62ba87a60357f124c89f1c8e10e2cff91f190811d891,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,86,86,5b2edd3a332eced5283dc272824746f2ec9ebbd0587e71d7441f166e8b50086c,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,87,87,64d143daa6fe5af2f1905f47fac89f252e72a09a91f79e2768b31464ea9be95a,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,40,40,66ce8b9e030f9b2a340e776759e6c3626ddd5fb37b7326d78c4da64a4ea755dc,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,44,44,67a5627408ee65a876e31c79d4630b0eb0e210ea572a1d69766ed376c39bd0a4,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,72,72,6c3945c25a9b99f5ad2ec12dd2104847e9298654f7959c003324457287584e0f,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,65,65,706ab13c0c0ba7798b4ff55112d848e1c6e8c27839c161385f675a69af9499e7,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,66,66,733ef8bf464a7645b8c4856688d46d44b7f177cc2c27ee113bf40486b35cff3e,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,69,69,7ad18eb608ac6d8815c3e841dbd677b84f0b838827d30b728925306a57d499fb,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,26,26,7d725cf52d9752149d77d83321f75d4a06b5b05603c7590c8f9effff46f13063,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,46,46,8a73bec1e6011b24574bccf4cd645d6c382f0de00c647252b4e79ae1a91c15ee,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,55,55,8b3ca1554d1d787efbb6e27e60670e06c1dd0aec3e87565b7adc0ff850578001,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,12,12,977c94e078da885e1a0a502e9c2116d4455ccb0a563b118e0b2d9d963739d377,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,34,34,992e9e164184bda5c7c7fe175ae5539ee01e7a86e56a422f4163aae57ff15867,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,17,17,9a77e153f2bdfd1c3a3238544b69ebce95f18184a2bb68db47a05b34e3059788,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,4,4,9cbf99988c0e74a21ab71ab71814aea12269d1087817b5f4e5a320c9d6122a49,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,45,45,a01f9acd1a38805f25f8552c61872dcf5c8970ed19a8c0709caeddb76635809f,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,42,42,a211998d499d34586eae5f990d15b67850c3964a9e060e27fff103dbf45743f5,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,0,0,a2218667ea49c65b9a8d91ff28b03bda0e5ddddee7872b6a569e84e8a64a919b,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,29,29,aca916f4ca9745faa7e07a05df6f79f457dfda84bd9a58d0a2655a6422a2b47d,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,50,50,b3e5968f89ba64058a659059cdacb5fb9f366f56b431841412c9cf82bdec108d,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,8,8,b405f32ccc4a8ec3e919553f351598d576ee3f5abf7c8fb824cd47d8eebd4fe8,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,22,22,b5a6147fb3386700b2906268b0882d5bfe26fd0b6dd5180d7bf7b08c39f3c8bf,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,6,6,bc3b7653952109c7334c25216cdde7df2951dbef82fd65907893b6b717838ea0,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,54,54,bf5e25345293e9d156b170f2929f2975f7d06cf17f4a1ec53ebaa12b04a5d28c,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,10,10,c0ea212fa87fa67980301911fef25c2746ce47b78c43ccf7f20ccc6ff01c48ef,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,15,15,c7d380520af0ef2d67a86b60998dfc8423bfe31a40cadccfa9e5719237729b52,train,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,41,41,c854b6f00e0e47479e5b4427069f2e1302d957ba82f8128214e542493c3b4119,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,21,21,c926564d0e37c57ed51a8777c3063c261af185f86e4cba1e301b845dd07106b6,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,43,43,cbd81dd264ecdbcfa93492c28498d4e78a748912bad28d9049a86889c0114875,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,64,64,cf03fcdbf2b0bf2aa63ce1e850dfef330130c83fabcedf2546a7c0aae079a122,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,58,58,cfbf36f7022754c027435bdf1306817f4fb6a8773f7227ca3ecd1eb35ee1d411,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,61,61,d440dfdc4e268715b06cd1c4a4d09c92cd9abd37958c59553c9e831e2e73f89f,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,52,52,d5d102efdb0be9e7773f8bcd63828a8ea808d8440cf603c35a36a626246c0aad,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,19,19,d686d2528728681ae3ce7d00cffe0ac8c69cd326c2c649d9859dd0cd54d5595d,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,83,83,d7c1582ba60673fbb66399909db809d766e691ff3d8736db89eec2f2cc55d366,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,71,71,dad887c7de6be2bb9cb1f03003e4ef4a66d4684c2978b2b21aef987996fa3d33,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,47,47,dd2fa4db353c74d8c913d209a86035d34942a9f4622fbe33a9d8f77810e814ae,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,5,5,e3cf7efefe1b66880f835263881a12dbd143a1dcc04d2d77c35ec2fddc0d8826,validation,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,68,68,e687cb67e9a5a42d9680d86a454095a603e880876982cd6a51c1f680a4de2337,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,84,84,e6922f7e179448d5f769e0196d0dbd66edcc69fb7b8457f19cec7f0162884d6b,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,48,48,e75d0490ecea94699a1512529228196d23d73511e991e6aaf2a9dea7e8407797,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,31,31,e92733e954a6ef3ac8d7224a0af4a6d7aa1786f444babb61f1d7c83fcabfc049,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,80,80,ebe2b89a572af0714373b2169e6c83df37264bb7c4d4e3bb59685bccb98d9a13,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,13,13,ebe59bbaff191ffac1f1bfa658c94e7957a65c218da804208c0c6510308c8e1c,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,78,78,ecb18b97806092d5133c7e4587ed7d82c3eeeed41a047835c6b6ecfc7c98446e,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,75,75,f416272a25714c29ef69dfa8bf76b703d9200bacaeff14723b13be70a45695c9,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,36,36,faccbd6015b5b9935889ab138076e189e54fd029c960c2f745adac49cd8376ed,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,51,51,fcc311f8f1d856fdca90f9b334a94e4a7cc66d7e9cd620dcf234996db217ed10,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,32,32,feb0d05b6b3104238edf306a25e670065498efe86070300cac2ff32592a5072f,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
mmsp-published-series-exploratory-v1,85,85,ff248128e068091b2043c4164f19308879eb5badbc83a95be5be2adc87c52b39,test,expected_88_groups,paper_distinct_plant_id_anonymized_coordinates
